no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status,total_assets
5,1,1,8400000,31900000,10,605,9100000,0,51200000
1,0,1,5400000,19500000,18,688,3500000,0,29900000
3,1,1,9400000,32100000,10,617,11400000,0,57900000
0,1,1,800000,2400000,4,518,500000,0,4100000
0,1,0,3800000,14800000,10,390,4600000,1,21100000
4,0,0,3100000,6300000,4,370,2800000,1,21500000
3,1,1,6000000,21300000,4,802,7600000,0,30900000
2,1,1,6800000,15500000,12,338,8500000,1,32900000
5,1,0,5200000,11700000,6,658,5600000,0,24600000
0,1,0,1900000,6700000,12,595,1700000,0,11100000
5,0,1,3600000,8500000,20,594,4500000,0,18200000
3,0,1,1500000,4100000,14,611,2100000,0,7400000
3,1,0,2000000,5800000,8,799,1000000,0,11600000
5,0,0,9200000,18600000,20,497,10700000,1,25500000
0,1,1,6100000,15900000,18,456,8800000,1,42800000
5,1,0,300000,500000,8,396,200000,1,1900000
1,0,0,800000,2300000,10,770,1100000,0,4700000
0,1,0,3300000,9000000,16,797,3300000,0,19700000
1,1,0,5800000,18700000,20,586,6000000,0,32700000
5,1,0,8500000,23400000,16,604,4800000,0,66100000
0,1,1,4100000,12800000,8,799,2700000,0,13800000
2,0,0,7800000,26400000,4,763,6700000,0,27200000
0,0,0,7500000,23000000,14,725,7100000,0,33900000
2,0,0,2300000,8800000,18,336,1500000,1,7800000
4,0,1,600000,2300000,6,495,300000,1,4300000
1,1,0,2900000,11500000,20,431,3100000,1,13300000
5,1,0,900000,2200000,2,415,700000,1,5200000
5,0,1,9000000,20400000,6,451,9000000,1,44800000
1,1,0,4800000,14300000,4,489,3600000,1,38000000
1,0,0,1600000,4600000,12,415,1500000,1,5300000
3,1,0,2600000,8100000,12,425,2200000,1,16000000
4,0,1,1800000,4600000,14,453,1600000,1,8800000
5,0,1,4400000,11800000,20,634,4300000,0,28400000
2,1,0,200000,300000,20,519,300000,1,400000
4,1,1,800000,2100000,6,353,1200000,1,3900000
3,0,0,1500000,3200000,4,767,1400000,0,6100000
0,1,1,7700000,16900000,14,473,6400000,1,55100000
5,0,1,7200000,21300000,2,801,7200000,0,32000000
4,0,0,1000000,2300000,16,543,1000000,1,2300000
1,0,0,6300000,17200000,12,714,8500000,0,39000000
3,0,0,1900000,4100000,12,830,2100000,0,11000000
5,0,0,4400000,15300000,4,401,2400000,0,23100000
0,1,0,9100000,26400000,6,518,5700000,1,52200000
2,0,1,900000,2300000,20,367,1300000,1,4600000
0,0,1,4600000,12000000,12,493,3600000,1,21400000
2,0,1,9400000,22700000,14,505,11500000,1,45600000
5,0,0,6900000,26500000,16,322,9400000,1,47400000
2,0,0,300000,900000,8,735,100000,0,1700000
5,0,1,1900000,6700000,2,622,1700000,0,8300000
4,0,1,4400000,16400000,6,513,5700000,1,26000000
4,1,1,1200000,4100000,16,585,900000,0,4100000
1,0,1,1000000,3000000,10,813,800000,0,6700000
0,0,0,3100000,10400000,18,622,1600000,0,13500000
1,0,1,2100000,6300000,16,899,2200000,0,9000000
0,1,0,2100000,4700000,2,459,1200000,1,13400000
4,0,0,9400000,33300000,18,369,7200000,1,58400000
2,1,0,9700000,37700000,6,601,11800000,0,27200000
4,0,0,1400000,2700000,18,703,900000,0,7300000
2,1,0,4700000,14600000,20,597,6800000,0,28300000
3,1,1,4100000,13300000,10,670,6100000,0,20600000
4,1,1,1200000,2800000,6,366,1400000,1,7800000
5,1,0,7900000,27800000,16,857,10600000,0,53000000
2,1,0,6600000,15000000,16,401,3300000,1,43700000
0,1,0,2200000,8800000,4,437,2000000,0,12200000
3,1,0,5500000,17600000,8,882,3100000,0,33900000
4,0,0,5100000,15500000,8,392,6700000,1,28400000
2,1,1,3900000,7700000,10,421,2100000,1,31300000
5,0,0,200000,400000,6,722,100000,0,1000000
4,0,0,5800000,14700000,10,692,3900000,0,30100000
5,1,0,8300000,20700000,2,537,7800000,1,42400000
5,0,1,2600000,5500000,8,676,1300000,0,14700000
1,0,0,2100000,8100000,6,817,2900000,0,12400000
4,1,0,3900000,10800000,20,433,2300000,1,20800000
1,0,1,5200000,16300000,6,524,4600000,1,35100000
3,1,1,7800000,24400000,20,490,4100000,1,29500000
3,1,1,5400000,14300000,4,595,4900000,0,26200000
2,1,0,2900000,11000000,2,835,1400000,0,19600000
4,0,0,7100000,28300000,6,850,9700000,0,38700000
1,0,1,800000,2500000,4,409,900000,0,5400000
5,0,1,3400000,12800000,10,760,4600000,0,25100000
1,0,1,6800000,17600000,14,344,7700000,1,29200000
4,0,1,7000000,27100000,12,881,9500000,0,34900000
0,0,1,9300000,24500000,10,600,5400000,0,53500000
2,0,0,7500000,19900000,10,790,5900000,0,36400000
3,0,1,8000000,31200000,20,392,6000000,1,31700000
5,0,1,1600000,4100000,2,748,1000000,0,6600000
1,0,1,6700000,18800000,6,798,6100000,0,32600000
3,1,0,3800000,11400000,4,323,4400000,0,19400000
1,1,1,2700000,5400000,6,413,2600000,1,12400000
3,0,0,1300000,2900000,8,733,1800000,0,9500000
4,1,0,3400000,10500000,16,543,4500000,1,18700000
3,0,0,3400000,10900000,14,757,3000000,0,14700000
5,0,1,2400000,6800000,8,464,1900000,1,12700000
0,1,0,1900000,6900000,4,749,2200000,0,10100000
4,0,0,700000,2200000,6,680,300000,0,3000000
1,1,0,6900000,20900000,4,574,5200000,0,30000000
5,0,1,300000,800000,18,774,400000,0,1500000
3,1,0,6000000,18700000,10,387,6700000,1,36100000
1,1,0,4300000,16400000,20,397,5700000,1,23100000
4,0,0,5800000,13500000,14,816,7900000,0,43500000
2,0,1,3300000,6700000,8,845,3200000,0,18200000
2,1,0,400000,1500000,4,743,300000,0,2400000
5,1,0,300000,600000,4,418,200000,1,1400000
1,1,0,4200000,10700000,6,466,4700000,1,28400000
2,1,1,600000,2300000,12,335,400000,1,2500000
5,1,1,4400000,15200000,6,446,5800000,1,28400000
0,0,1,9200000,29400000,2,868,5300000,0,55000000
2,0,1,6900000,25300000,4,763,5500000,0,33900000
5,1,1,5100000,13700000,14,527,4700000,1,40400000
4,0,0,3400000,12700000,2,741,3700000,0,17100000
4,1,1,8600000,26800000,12,802,11700000,0,42300000
3,1,1,9200000,28900000,8,538,4900000,1,54600000
5,0,1,4800000,16300000,4,523,2800000,0,21100000
4,1,0,2800000,8300000,14,381,1500000,1,13400000
1,0,1,3400000,7000000,4,534,4000000,1,17700000
5,1,1,800000,2200000,14,574,1100000,0,5100000
1,1,0,4100000,11100000,6,405,5900000,1,23900000
0,1,0,1900000,3800000,16,542,2100000,1,5300000
5,0,1,6700000,25400000,14,820,3900000,0,36900000
0,0,0,5200000,13400000,2,505,6200000,1,40300000
3,0,1,6700000,16400000,2,508,9200000,1,40600000
1,1,1,4700000,15000000,20,835,3800000,0,14700000
0,1,0,6000000,22000000,12,826,7000000,0,17500000
5,1,1,6500000,18900000,12,427,7800000,1,25200000
3,0,0,500000,2000000,12,890,400000,0,3300000
4,1,0,5700000,13300000,2,333,8200000,1,24200000
4,1,1,6800000,20000000,12,679,6600000,0,58000000
5,1,0,3100000,12300000,18,805,2800000,0,12900000
3,1,0,5100000,11000000,16,826,2700000,0,27600000
1,1,1,6300000,23900000,10,844,4500000,0,38000000
5,0,1,4400000,14100000,10,663,2600000,0,27700000
1,1,0,8100000,21900000,6,884,6600000,0,48000000
1,1,0,1100000,3700000,2,508,1300000,0,2400000
0,0,1,2400000,6900000,4,581,3400000,0,15600000
3,0,1,7000000,26300000,12,481,9900000,1,42200000
1,0,1,8700000,30000000,12,543,12700000,1,65200000
0,1,1,3500000,12600000,10,448,3600000,1,14100000
1,0,1,1600000,5300000,4,713,1300000,0,7700000
5,1,1,7800000,17300000,16,493,9300000,1,21600000
2,1,0,3700000,9200000,10,819,3100000,0,20700000
4,0,0,400000,1400000,18,827,600000,0,800000
0,1,0,4800000,15700000,10,398,6400000,1,29400000
0,0,1,2900000,7500000,18,692,4000000,0,11000000
5,0,1,5000000,14600000,18,509,4900000,1,34100000
0,0,1,7600000,18100000,16,439,10600000,1,48500000
1,0,0,3000000,9400000,4,622,2000000,0,13700000
3,1,1,200000,700000,18,526,0,1,1000000
5,1,1,6800000,19000000,8,865,6300000,0,41700000
5,1,1,9700000,27400000,2,328,7900000,1,40400000
0,0,1,1200000,4200000,4,768,1500000,0,7800000
5,1,1,7400000,24000000,16,854,8700000,0,31600000
4,0,0,6900000,20800000,4,839,7400000,0,21100000
0,1,1,9100000,23300000,18,414,6400000,1,54000000
0,0,1,1300000,4700000,16,530,800000,1,8000000
3,0,0,6600000,14600000,10,841,6000000,0,42200000
3,1,1,1800000,5700000,14,670,2700000,0,11900000
5,1,1,8200000,20900000,14,726,8400000,0,42200000
4,1,0,2800000,8300000,14,352,3700000,1,14600000
1,0,1,7000000,16000000,4,554,7900000,0,48200000
4,0,0,700000,1800000,18,728,600000,0,3900000
0,1,0,7400000,25500000,6,463,8400000,1,34700000
5,1,1,2300000,5000000,10,431,2900000,1,12700000
1,0,1,600000,1900000,8,445,300000,1,2900000
5,0,0,1000000,3000000,4,896,1100000,0,5900000
1,1,1,2200000,5200000,8,420,2300000,1,8000000
1,1,0,8000000,30900000,2,315,7300000,0,44200000
4,1,0,8600000,20900000,10,867,9900000,0,55200000
3,1,1,7500000,26000000,2,342,11200000,0,42700000
5,1,1,5200000,11800000,18,711,4500000,0,34900000
2,1,0,7900000,20900000,2,723,7100000,0,19800000
1,0,1,4200000,11300000,4,704,4000000,0,22400000
0,0,0,6500000,20200000,16,842,9600000,0,34800000
0,0,1,7400000,15200000,12,600,4100000,0,33500000
3,1,0,9100000,25600000,12,688,11100000,0,53100000
0,1,0,800000,2300000,16,739,400000,0,4400000
1,0,1,800000,2800000,10,798,400000,0,5100000
5,0,1,4100000,9900000,4,319,5500000,1,27000000
5,0,1,4200000,8700000,6,583,2500000,0,15300000
3,0,1,4800000,11500000,12,535,5400000,1,27200000
3,1,1,8300000,25900000,8,696,7100000,0,50100000
4,1,0,7600000,23900000,8,672,6700000,0,24300000
4,0,0,5100000,12300000,20,410,5600000,1,37100000
5,0,0,3600000,11600000,14,546,4800000,1,20800000
3,1,1,5400000,16800000,16,550,7000000,0,30500000
5,1,0,700000,1400000,4,344,300000,1,4900000
2,1,1,9800000,38200000,10,743,5300000,0,44500000
4,0,0,9700000,36400000,4,772,13500000,0,63200000
0,0,1,9400000,29900000,12,302,8200000,1,49500000
3,0,1,3200000,9100000,18,376,1700000,1,14300000
0,0,1,3700000,11600000,10,747,3500000,0,13500000
2,0,1,4200000,15800000,6,710,4600000,0,28600000
2,1,0,7000000,24200000,6,892,9200000,0,42500000
3,1,0,3200000,11500000,16,492,3200000,1,17500000
5,0,0,7900000,17700000,2,559,5400000,0,51400000
3,1,0,2200000,8300000,18,314,2000000,1,7800000
0,0,1,2700000,8400000,6,744,2000000,0,12800000
5,1,0,6800000,18000000,12,690,9300000,0,54600000
3,0,1,6300000,23300000,4,347,8100000,0,51600000
5,0,1,9000000,31400000,2,677,8700000,0,43500000
1,0,0,4700000,15700000,4,468,3600000,0,34600000
2,1,0,8100000,17500000,4,674,9300000,0,46700000
2,1,0,9000000,27300000,14,353,7200000,1,53900000
4,1,0,3800000,14100000,8,727,5400000,0,17000000
4,1,1,8800000,22200000,10,512,9900000,1,42700000
3,1,1,8700000,27200000,18,454,12000000,1,49300000
5,1,0,5000000,12400000,14,315,4000000,1,33000000
0,1,1,6000000,22700000,10,480,8700000,1,25800000
2,0,1,9100000,24200000,16,685,9100000,0,58600000
1,0,0,7400000,17900000,6,460,5000000,1,29800000
1,1,1,8300000,28400000,16,704,11400000,0,30000000
1,0,1,7600000,23900000,12,692,5000000,0,39700000
1,1,1,3500000,9600000,4,398,4600000,1,15600000
5,0,1,1000000,3500000,18,882,600000,0,4300000
5,0,1,9900000,25900000,4,860,5400000,0,46000000
2,0,1,5700000,15100000,18,330,6200000,1,26300000
5,0,0,700000,2400000,16,447,800000,1,4600000
0,1,1,9600000,23800000,12,788,10400000,0,45500000
1,1,0,9300000,28900000,6,526,11000000,1,32400000
0,0,0,9500000,28400000,18,577,14100000,0,46700000
4,0,1,8700000,23400000,16,372,8000000,1,42300000
5,0,1,7300000,21000000,14,759,10800000,0,43800000
3,0,1,4100000,12700000,10,465,3200000,1,22400000
2,0,0,2900000,10200000,4,789,3600000,0,11400000
3,0,1,7500000,17900000,2,680,6300000,0,43800000
1,0,0,7900000,25700000,20,681,8800000,0,36000000
1,0,1,6900000,22300000,16,673,9000000,0,38800000
0,1,0,6900000,22900000,10,313,8000000,1,41100000
0,1,0,4800000,18800000,16,551,5500000,0,34600000
5,0,1,7700000,24400000,8,453,10000000,1,31100000
3,1,0,6900000,22700000,4,650,6400000,0,29800000
1,1,0,1200000,4500000,4,439,1200000,0,7900000
1,0,0,2900000,9600000,4,658,2700000,0,19500000
4,0,1,5500000,18900000,6,379,3100000,1,41500000
4,0,1,3200000,10700000,4,450,1800000,0,18500000
5,1,0,2600000,8200000,4,849,2700000,0,18300000
0,0,0,500000,1600000,18,865,200000,0,2800000
0,0,0,1800000,6900000,10,853,1700000,1,5000000
0,1,0,1300000,4900000,12,555,1700000,0,7700000
1,1,0,9900000,20700000,20,821,11100000,0,59000000
0,1,0,2000000,4700000,2,820,1200000,0,13100000
1,1,0,5100000,15300000,4,721,5900000,0,28400000
4,0,1,8200000,24000000,20,831,5400000,0,50800000
5,1,0,4200000,12600000,18,571,6200000,0,23800000
2,1,1,1300000,4900000,8,582,1700000,0,7300000
1,1,1,4600000,13600000,18,487,5400000,1,35200000
1,1,0,6600000,19700000,12,758,9500000,0,39200000
2,0,1,8300000,30100000,16,636,7200000,0,43400000
0,0,0,6900000,20700000,16,857,8800000,0,45400000
4,0,1,4700000,12500000,8,678,7000000,0,23700000
1,0,0,7900000,15800000,8,551,8300000,0,23000000
3,1,0,8800000,24900000,16,668,10500000,0,63900000
1,0,0,6500000,23400000,2,672,7600000,0,32100000
3,1,0,3500000,13700000,4,439,4400000,0,21000000
2,1,1,8200000,19600000,16,636,10700000,0,42600000
0,1,1,2000000,6000000,14,393,2900000,1,8800000
5,1,0,2700000,8200000,2,848,1500000,0,14200000
0,0,1,5300000,17600000,4,790,7700000,0,31900000
2,1,0,9900000,19900000,6,312,11000000,1,55000000
2,1,1,5000000,19500000,14,775,6500000,0,17700000
2,1,0,9100000,18600000,20,403,9200000,1,50400000
3,1,1,7600000,26400000,14,867,7400000,0,37800000
0,0,0,5200000,17800000,18,558,3100000,0,26700000
5,0,0,1800000,6000000,4,548,2600000,0,10300000
0,1,0,7300000,28200000,16,486,7700000,1,40500000
4,0,0,3200000,11600000,6,635,3900000,0,14400000
5,0,0,5200000,20700000,2,538,3600000,0,19800000
4,1,0,7100000,28200000,14,496,4600000,1,44900000
4,0,1,1400000,4800000,6,411,1600000,1,6100000
4,1,0,2700000,10700000,6,857,2800000,0,19800000
5,0,1,6500000,18100000,10,360,6100000,1,46500000
4,0,0,9300000,35900000,18,461,11400000,1,48700000
0,0,1,6700000,14900000,16,638,8100000,0,32500000
5,0,0,6800000,19300000,6,865,9000000,0,35100000
5,1,0,5600000,13600000,4,449,4300000,1,30400000
1,1,1,1900000,4700000,2,870,2300000,0,10900000
5,1,0,8400000,19500000,6,815,7200000,0,31800000
2,1,1,2500000,7200000,16,454,2100000,1,12300000
1,1,1,2900000,9900000,18,783,2600000,0,12400000
3,0,1,3200000,7400000,2,543,4600000,1,19300000
4,1,1,3000000,10900000,2,786,3200000,0,18900000
3,0,1,800000,2500000,20,395,500000,1,3400000
2,1,1,400000,1300000,2,885,500000,0,1600000
2,1,0,4400000,10600000,20,488,4600000,1,26400000
2,1,1,8700000,19900000,10,829,8400000,0,38200000
4,1,0,7400000,15400000,6,677,7400000,0,64400000
4,1,1,5700000,14400000,12,645,4700000,0,36000000
5,1,1,9700000,27600000,10,788,10600000,0,44300000
2,1,0,7000000,22400000,6,649,8900000,0,39900000
2,1,0,8900000,23100000,4,519,4700000,1,48500000
3,0,1,3100000,11200000,14,772,2100000,0,17500000
4,0,0,2200000,6100000,12,330,2200000,1,13400000
5,1,1,7100000,21500000,4,557,4000000,0,43300000
4,0,1,8200000,19000000,6,334,10200000,1,59900000
3,0,1,9800000,28400000,12,487,11100000,1,55100000
2,0,1,3900000,9700000,8,539,5100000,1,19900000
2,0,1,2200000,8100000,8,710,1000000,0,10700000
5,1,1,600000,1700000,20,879,700000,0,3500000
4,1,1,6900000,22000000,10,512,3900000,1,35800000
2,0,1,7400000,27300000,18,561,9600000,0,40100000
3,1,1,4000000,11600000,6,539,4700000,1,20600000
3,1,1,700000,2000000,18,544,400000,1,3600000
2,1,1,1900000,4600000,16,631,2700000,0,10400000
2,0,0,2200000,6800000,20,546,2200000,1,9300000
1,0,1,2000000,5600000,14,569,1600000,0,14000000
4,1,0,7400000,17900000,6,384,4700000,1,48100000
2,1,1,2300000,9000000,6,583,3400000,0,11800000
5,1,1,4000000,15500000,12,517,3500000,1,12700000
3,0,1,1500000,5800000,18,420,1400000,1,6800000
2,1,1,5200000,12900000,18,644,7500000,0,17400000
2,0,0,5400000,14500000,8,349,6600000,1,36700000
3,0,0,7700000,25300000,18,662,9900000,0,33900000
0,1,1,1900000,6400000,20,704,1900000,0,9600000
4,1,1,6400000,15500000,2,324,4500000,1,43400000
5,0,0,700000,1700000,18,757,600000,0,4200000
3,0,1,5800000,23000000,16,361,2800000,1,39100000
1,0,0,1800000,5400000,4,415,1800000,0,12000000
5,0,1,4300000,13800000,18,618,2400000,0,24400000
4,0,0,8000000,27100000,8,524,8400000,1,53400000
0,1,0,1100000,4100000,18,887,1300000,0,4300000
2,1,1,8800000,31100000,12,729,9400000,0,36600000
4,0,0,4800000,18600000,14,774,6500000,0,29300000
0,1,1,200000,700000,20,724,300000,0,1100000
5,0,1,1400000,2700000,16,320,2000000,1,6100000
5,0,0,2500000,6400000,16,590,3500000,0,12900000
5,0,0,8100000,25300000,8,796,7800000,0,50000000
0,0,1,6100000,19200000,6,890,7600000,0,36500000
0,1,1,2000000,4600000,16,651,1600000,0,11700000
4,1,0,4800000,10100000,12,634,6900000,0,24500000
4,0,1,900000,2800000,2,660,900000,0,5000000
4,1,0,1300000,3500000,12,512,700000,1,7900000
4,1,1,4200000,9100000,2,900,5900000,0,22900000
2,0,1,3300000,11100000,20,823,2900000,0,17800000
2,1,1,8700000,28400000,12,880,4400000,0,29200000
1,1,1,800000,2600000,2,439,400000,0,2400000
5,0,1,7400000,17100000,2,441,10800000,1,36900000
3,1,0,6900000,18500000,6,360,9600000,1,32800000
1,0,1,8800000,33700000,14,561,11900000,0,43000000
2,0,1,8600000,32500000,4,758,6900000,0,39500000
2,0,0,5400000,20600000,18,621,5500000,0,25000000
4,0,1,2900000,5900000,18,621,3500000,0,11800000
3,0,0,9800000,21000000,12,342,7000000,1,68900000
4,0,0,3300000,10800000,4,552,3300000,0,13700000
0,1,0,300000,500000,18,376,300000,1,1100000
0,0,0,1500000,4300000,12,801,1100000,0,9900000
3,1,1,5400000,16300000,4,512,6000000,0,18100000
0,0,0,6600000,15200000,18,497,9300000,1,22900000
0,0,0,5700000,17200000,8,386,2900000,1,25700000
3,1,1,8500000,26100000,2,683,5700000,0,41100000
0,0,0,7400000,24100000,16,779,4900000,0,32600000
3,1,1,7800000,17700000,6,876,10800000,0,55900000
3,0,1,7200000,16500000,18,515,10600000,1,31400000
2,1,0,7600000,19300000,12,463,9600000,1,22900000
4,1,1,7000000,26700000,4,486,6000000,0,41600000
0,1,0,5700000,13000000,6,328,8200000,1,36000000
2,1,0,8200000,30600000,10,343,7000000,1,38200000
0,0,1,9000000,27800000,8,712,5800000,0,32000000
3,1,0,3900000,11900000,6,607,2000000,0,21400000
0,0,0,6500000,16200000,4,812,6200000,0,48100000
4,1,1,2300000,7700000,16,589,2300000,0,16700000
1,1,0,5700000,21800000,18,657,3200000,0,39100000
4,1,0,800000,2800000,12,453,600000,1,4700000
4,1,1,8400000,19700000,14,889,12100000,0,50200000
1,0,1,4300000,17200000,4,564,2200000,0,28500000
1,1,1,300000,900000,20,419,300000,1,1400000
1,0,0,8700000,34000000,16,663,8100000,0,33900000
1,1,0,4400000,12100000,4,884,6000000,0,31300000
1,0,1,5600000,16800000,16,528,3900000,1,26300000
2,0,0,600000,1300000,12,475,600000,1,3500000
4,1,1,2500000,5100000,20,695,3500000,0,11900000
5,1,0,3800000,10500000,10,759,5300000,0,16600000
2,1,0,2500000,9600000,4,636,2000000,0,9200000
3,1,1,5500000,20400000,10,546,4000000,1,32300000
5,0,1,4500000,17100000,2,639,6500000,0,30100000
4,1,0,1900000,4000000,10,388,900000,1,7500000
5,0,1,6400000,20000000,12,594,5500000,0,18700000
1,1,1,3800000,11100000,6,760,5700000,0,12600000
4,1,1,6300000,16900000,16,582,6000000,0,43300000
3,1,0,300000,600000,6,896,400000,0,1300000
5,1,1,7100000,21800000,18,891,4700000,0,25900000
2,1,1,600000,1700000,2,495,500000,1,3100000
3,0,1,4400000,15300000,16,865,3400000,0,24600000
4,1,0,7600000,20800000,12,775,6400000,0,34700000
5,0,1,8700000,26400000,10,318,9200000,1,37900000
3,0,1,5600000,12700000,12,395,6400000,1,39500000
4,1,0,4100000,13100000,14,772,3800000,0,25900000
2,1,1,7900000,16100000,18,318,9300000,1,50100000
3,1,1,5600000,20900000,14,649,8200000,0,27700000
3,1,0,1200000,3100000,10,438,1000000,1,7600000
5,0,0,6900000,19700000,6,588,7300000,0,34400000
5,1,0,2700000,5600000,2,815,2600000,0,10200000
4,0,1,9800000,22100000,4,364,7300000,1,54400000
2,1,0,9300000,32300000,4,586,10400000,0,57700000
4,1,0,6700000,25300000,12,555,4900000,0,44000000
4,0,0,1300000,4600000,10,312,800000,1,5500000
2,0,1,7900000,17100000,16,605,10400000,0,55200000
5,1,0,6700000,23200000,18,672,5400000,0,29100000
2,1,1,2100000,4500000,18,591,1500000,0,8500000
4,0,1,4700000,11000000,4,321,6900000,1,19800000
2,0,0,3700000,13400000,16,393,3500000,1,21200000
0,0,1,5800000,21800000,2,561,4200000,0,26600000
5,0,1,2400000,6900000,20,725,2400000,0,10900000
1,1,1,8100000,27600000,16,438,8000000,1,43700000
5,0,1,5400000,21400000,12,399,6800000,1,26100000
0,0,0,1400000,5400000,8,592,800000,0,8800000
2,1,0,2500000,8600000,8,835,1300000,0,14200000
0,1,1,1600000,5300000,4,733,1100000,0,8000000
0,1,0,3700000,10600000,20,484,3500000,1,21000000
5,1,1,500000,1800000,20,615,300000,0,2300000
3,1,1,5300000,19500000,4,591,7900000,0,37700000
0,0,1,2800000,6800000,12,349,1400000,1,17200000
1,0,1,9600000,29900000,18,478,9400000,1,71900000
4,0,0,2200000,7800000,20,633,1900000,0,12300000
1,1,1,8400000,30900000,8,378,11100000,1,45500000
1,1,0,2100000,5300000,20,461,1700000,1,13400000
2,1,1,2800000,7000000,2,834,1300000,0,11500000
0,1,0,2500000,5800000,20,671,2000000,0,15400000
3,0,1,1700000,5800000,10,524,800000,1,13600000
3,0,0,6100000,20700000,4,816,5900000,0,44500000
3,0,0,4100000,11700000,10,729,2100000,0,28500000
5,1,1,4500000,12700000,8,307,2700000,1,27400000
2,0,1,5600000,19100000,8,350,4200000,1,18100000
3,1,1,5800000,16600000,10,444,8500000,1,34200000
4,1,0,8600000,26700000,10,895,6900000,0,33600000
2,0,0,2900000,10500000,20,708,4300000,0,12500000
2,1,1,8300000,17600000,2,355,6800000,1,30100000
5,1,0,2400000,5100000,6,756,3400000,0,7000000
4,0,0,5600000,12000000,4,719,3400000,0,23000000
1,0,1,9500000,35400000,14,439,13500000,1,21800000
4,1,1,4900000,15900000,10,668,2800000,0,34000000
4,1,1,5900000,16500000,2,765,3500000,0,42400000
5,0,1,500000,1500000,4,476,700000,0,1500000
3,0,0,7000000,21700000,14,781,9600000,0,33200000
1,1,0,3500000,12700000,4,350,1800000,0,24900000
0,0,0,5200000,12200000,16,783,5100000,0,18400000
3,0,1,6300000,19900000,12,770,3100000,0,19800000
2,1,0,8400000,28300000,10,822,4400000,0,50800000
1,1,1,7500000,22500000,14,469,4500000,1,38100000
2,0,0,3300000,13000000,16,300,3100000,1,18800000
2,1,0,8800000,22400000,14,692,10900000,0,45400000
5,0,0,200000,700000,18,707,200000,0,500000
5,1,1,8000000,29100000,4,658,4600000,0,48000000
3,0,0,1000000,4000000,6,625,500000,0,3600000
1,0,0,9400000,26700000,10,343,13200000,1,38700000
5,0,0,2100000,7300000,18,358,2200000,1,14100000
4,0,1,5400000,11500000,20,705,6100000,0,31900000
2,0,1,4700000,15100000,8,799,4700000,0,22900000
3,0,0,8800000,33700000,12,397,8800000,1,55500000
5,0,0,3200000,12200000,6,493,2100000,1,20600000
0,0,1,7200000,21900000,4,446,7600000,0,53100000
2,1,1,2500000,7200000,16,315,2800000,1,13700000
5,1,1,6900000,15700000,14,887,4500000,0,44300000
5,0,1,5700000,20500000,16,429,3900000,1,27100000
4,0,1,5500000,15100000,18,673,7200000,0,32400000
4,1,1,9200000,29100000,10,731,5000000,0,58600000
5,0,1,5700000,11500000,2,732,5300000,0,35100000
5,0,1,5000000,16400000,14,525,3300000,1,37400000
4,1,0,2300000,5500000,6,343,3200000,1,8800000
0,1,1,3000000,11000000,16,331,2400000,1,19100000
0,1,0,7900000,26200000,18,845,6300000,0,56300000
2,0,0,2000000,6200000,16,696,1300000,0,10100000
5,1,0,2700000,8700000,14,772,3700000,0,12600000
3,0,1,6400000,15800000,18,628,5300000,0,34400000
0,1,1,8200000,19100000,2,764,4000000,0,52300000
1,0,0,2800000,6900000,14,553,4200000,0,12100000
1,1,0,8900000,20000000,2,653,9900000,0,31100000
1,1,0,5100000,20000000,4,506,6700000,0,37100000
3,0,0,2800000,8500000,20,431,2200000,1,15700000
2,1,1,6100000,12300000,18,697,3500000,0,35800000
2,1,0,8400000,24500000,6,588,10400000,0,35200000
1,1,0,1600000,5600000,6,846,1200000,0,8000000
5,0,0,4100000,11000000,14,379,5400000,1,16400000
1,1,0,300000,700000,10,745,100000,0,900000
3,0,0,9600000,34500000,20,523,5300000,1,53000000
4,0,1,8300000,25400000,4,624,5400000,0,51700000
1,0,0,4600000,16700000,16,407,2800000,1,28800000
3,1,1,5600000,11600000,12,756,7800000,0,23500000
3,0,1,4100000,8300000,16,351,2200000,1,17200000
3,1,0,3700000,13400000,18,373,2500000,1,16100000
4,1,1,800000,2400000,2,461,300000,0,4900000
4,0,0,8100000,28100000,12,672,9500000,0,32000000
2,0,1,2700000,9500000,10,434,1800000,1,12300000
2,1,1,7000000,21400000,12,541,9600000,1,24800000
3,1,1,8100000,29300000,2,413,6400000,0,48700000
1,0,0,3200000,7600000,4,592,4700000,0,12500000
4,1,1,400000,1400000,10,665,200000,0,2100000
1,0,0,7800000,23900000,4,313,10900000,0,40900000
0,1,0,5800000,19600000,14,673,7200000,0,37600000
0,1,1,2600000,6000000,8,382,1600000,1,12100000
5,1,0,5400000,21100000,12,661,5400000,0,46300000
3,0,1,600000,1700000,4,576,500000,0,2600000
1,0,0,600000,1200000,14,443,800000,1,3900000
5,0,1,9500000,21700000,16,307,9700000,1,58700000
4,0,1,1900000,4800000,12,656,1700000,0,8500000
1,0,1,9800000,21200000,4,885,10800000,0,71700000
3,0,0,7800000,16600000,20,896,5500000,0,53700000
5,1,0,4900000,14100000,2,802,2700000,0,26900000
3,0,1,8300000,22700000,2,650,5800000,0,37600000
4,1,1,3900000,8900000,10,665,5300000,0,22500000
2,0,0,9000000,35700000,12,339,9000000,1,43100000
1,1,0,9600000,32400000,20,447,4700000,1,53600000
5,1,1,1000000,2400000,18,613,600000,0,5500000
5,0,0,2800000,7200000,16,424,3200000,1,12000000
